CountryName,Year,Population
ATG,2010,13048.96058
ATG,2011,12746.63347
ATG,2012,13272.73494
ATG,2013,12910.59063
ATG,2014,13501.58092
ATG,2015,14285.32978
ATG,2016,15198.74297
ATG,2017,15383.5764
ATG,2018,16679.59166
ATG,2019,17376.64968
ATG,2020,13992.74448
AUS,1960,1810.61923
AUS,1961,1877.616638
AUS,1962,1854.656834
AUS,1963,1967.116537
AUS,1964,2131.377948
AUS,1965,2281.098797
AUS,1966,2343.99529
AUS,1967,2580.271096
AUS,1968,2724.372519
AUS,1969,2991.607198
AUS,1970,3305.126394
AUS,1971,3495.579294
AUS,1972,3950.170894
AUS,1973,4771.671986
AUS,1974,6484.119872
AUS,1975,7005.906588
AUS,1976,7489.59416
AUS,1977,7778.164008
AUS,1978,8255.744543
AUS,1979,9297.333417
AUS,1980,10211.83719
AUS,1981,11854.5885
AUS,1982,12788.54929
AUS,1983,11538.39842
AUS,1984,12454.55172
AUS,1985,11459.17957
AUS,1986,11384.93824
AUS,1987,11645.45259
AUS,1988,14279.15944
AUS,1989,17828.04823
AUS,1990,18243.47142
AUS,1991,18855.762
AUS,1992,18604.18827
AUS,1993,17667.1871
AUS,1994,18079.38018
AUS,1995,20358.33336
AUS,1996,21904.29412
AUS,1997,23509.42347
AUS,1998,21345.97099
AUS,1999,20558.9604
AUS,2000,21697.70848
AUS,2001,19527.32358
AUS,2002,20117.78889
AUS,2003,23492.40517
AUS,2004,30513.94174
AUS,2005,34080.9999
AUS,2006,36117.48798
AUS,2007,41001.14298
AUS,2008,49654.9106
AUS,2009,42783.32257
AUS,2010,52087.97229
AUS,2011,62574.1457
AUS,2012,68027.84171
AUS,2013,68156.62792
AUS,2014,62511.69059
AUS,2015,56707.02208
AUS,2016,49881.76371
AUS,2017,53934.25018
AUS,2018,57180.7794
AUS,2019,54875.28596
AUS,2020,51692.84275
AUT,1960,935.4604269
AUT,1961,1031.815004
AUT,1962,1087.834243
AUT,1963,1167.000532
AUT,1964,1269.412583
AUT,1965,1374.53214
AUT,1966,1486.968606
AUT,1967,1569.667183
AUT,1968,1677.673528
AUT,1969,1825.386126
AUT,1970,2058.769051
AUT,1971,2380.978458
AUT,1972,2924.048879
AUT,1973,3890.722419
AUT,1974,4630.757197
AUT,1975,5285.620724
AUT,1976,5678.386658
AUT,1977,6810.627685
AUT,1978,8205.468977
AUT,1979,9793.765348
AUT,1980,10869.54649
AUT,1981,9385.249064
AUT,1982,9410.347257
AUT,1983,9537.40742
AUT,1984,8991.06504
AUT,1985,9172.09676
AUT,1986,13083.07266
AUT,1987,16392.76952
AUT,1988,17578.61894
AUT,1989,17468.94614
AUT,1990,21680.98962
AUT,1991,22410.91177
AUT,1992,24880.16412
AUT,1993,24081.52779
AUT,1994,25646.70066
AUT,1995,30325.84958
AUT,1996,29809.07677
AUT,1997,26705.4786
AUT,1998,27361.87511
AUT,1999,27174.29716
AUT,2000,24564.45829
AUT,2001,24537.51426
AUT,2002,26401.74546
AUT,2003,32222.89724
AUT,2004,36821.52147
AUT,2005,38403.13388
AUT,2006,40635.28182
AUT,2007,46855.77175
AUT,2008,51708.76575
AUT,2009,47963.1794
AUT,2010,46858.04327
AUT,2011,51374.95841
AUT,2012,48567.69529
AUT,2013,50716.70871
AUT,2014,51717.49594
AUT,2015,44178.04738
AUT,2016,45276.83144
AUT,2017,47312.00623
AUT,2018,51461.43322
AUT,2019,50114.40111
AUT,2020,48586.80132
AZE,1960,
AZE,1961,
AZE,1962,
AZE,1963,
AZE,1964,
AZE,1965,
AZE,1966,
AZE,1967,
AZE,1968,
AZE,1969,
AZE,1970,
AZE,1971,
AZE,1972,
AZE,1973,
AZE,1974,
AZE,1975,
AZE,1976,
AZE,1977,
AZE,1978,
AZE,1979,
AZE,1980,
AZE,1981,
AZE,1982,
AZE,1983,
AZE,1984,
AZE,1985,
AZE,1986,
AZE,1987,
AZE,1988,
AZE,1989,
AZE,1990,
AZE,1991,
AZE,1992,60.45821358
AZE,1993,209.4785718
AZE,1994,157.0860591
AZE,1995,314.5612263
AZE,1996,409.1631891
AZE,1997,505.5003493
AZE,1998,561.9068079
AZE,1999,573.9165123
AZE,2000,655.1199452
AZE,2001,703.6838434
AZE,2002,763.080638
AZE,2003,883.7339715
AZE,2004,1045.009379
AZE,2005,1578.40239
AZE,2006,2473.081819
AZE,2007,3851.437869
AZE,2008,5574.603802
AZE,2009,4950.294791
AZE,2010,5843.533768
AZE,2011,7189.691229
AZE,2012,7496.294648
AZE,2013,7875.756953
AZE,2014,7891.313147
AZE,2015,5500.310382
AZE,2016,3880.738731
AZE,2017,4147.089716
AZE,2018,4739.84171
AZE,2019,4805.753718
AZE,2020,4221.407478
BDI,1960,70.0519099
BDI,1961,71.16718821
BDI,1962,73.43533082
BDI,1963,78.51462075
BDI,1964,86.16154951
BDI,1965,51.38188126
BDI,1966,52.1825517
BDI,1967,54.80644312
BDI,1968,54.90076208
BDI,1969,55.7149339
BDI,1970,69.76938418
BDI,1971,71.62670983
BDI,1972,69.13961473
BDI,1973,84.41878205
BDI,1974,94.68539954
BDI,1975,113.7531561
BDI,1976,118.9149331
BDI,1977,142.0529839
BDI,1978,154.5162733
BDI,1979,193.1499639
BDI,1980,221.2319418
BDI,1981,227.12812
BDI,1982,231.3436938
BDI,1983,240.7817032
BDI,1984,213.6168414
BDI,1985,242.0585038
BDI,1986,245.9153275
BDI,1987,225.0714758
BDI,1988,209.4148608
BDI,1989,209.8944126
BDI,1990,208.1466789
BDI,1991,209.778011
BDI,1992,190.4888799
BDI,1993,161.887525
BDI,1994,156.812381
BDI,1995,167.0988878
BDI,1996,143.4023238
BDI,1997,158.9146699
BDI,1998,144.4930173
BDI,1999,128.9389187
BDI,2000,136.4639708
BDI,2001,134.3634269
BDI,2002,123.1175361
BDI,2003,113.5672513
BDI,2004,128.3367028
BDI,2005,151.6815663
BDI,2006,167.3764625
BDI,2007,172.4955966
BDI,2008,198.3528517
BDI,2009,212.1370572
BDI,2010,234.2355389
BDI,2011,249.5779794
BDI,2012,252.3588707
BDI,2013,256.9756526
BDI,2014,274.8578362
BDI,2015,305.5496525
BDI,2016,260.5652208
BDI,2017,253.8263541
BDI,2018,238.783467
BDI,2019,228.2135892
BDI,2020,238.9907259
BEL,1960,1273.691659
BEL,1961,1350.197673
BEL,1962,1438.523233
BEL,1963,1535.023729
BEL,1964,1701.846276
BEL,1965,1835.594766
BEL,1966,1957.62608
BEL,1967,2086.636005
BEL,1968,2222.361511
BEL,1969,2458.08182
BEL,1970,2765.890997
BEL,1971,3082.927989
BEL,1972,3831.6319
BEL,1973,4900.962201
BEL,1974,5733.798139
BEL,1975,6701.377361
BEL,1976,7243.047341
BEL,1977,8426.946959
BEL,1978,10289.76842
BEL,1979,11810.61588
BEL,1980,12864.00257
BEL,1981,10622.80248
BEL,1982,9343.8611
BEL,1983,8846.234298
BEL,1984,8457.268803
BEL,1985,8750.818513
BEL,1986,12170.0407
BEL,1987,15135.85231
BEL,1988,16391.09383
BEL,1989,16525.06174
BEL,1990,20600.37528
BEL,1991,21041.66065
BEL,1992,23372.61917
BEL,1993,22283.93602
BEL,1994,24208.55479
BEL,1995,28413.82644
BEL,1996,27489.55518
BEL,1997,24820.93805
BEL,1998,25338.44329
BEL,1999,25244.27505
BEL,2000,23041.53473
BEL,2001,22995.15752
BEL,2002,24887.56133
BEL,2003,30587.66841
BEL,2004,35364.37533
BEL,2005,36795.97688
BEL,2006,38672.70594
BEL,2007,44262.896
BEL,2008,48106.89292
BEL,2009,44583.54481
BEL,2010,44141.87814
BEL,2011,47348.52502
BEL,2012,44673.11588
BEL,2013,46744.66254
BEL,2014,47700.54036
BEL,2015,40991.80814
BEL,2016,41984.10303
BEL,2017,44089.31009
BEL,2018,47519.5531
BEL,2019,46591.49161
BEL,2020,45159.34822
BEN,1960,93.02270027
BEN,1961,95.57223223
BEN,1962,94.46449724
BEN,1963,99.85891753
BEN,1964,104.3399294
BEN,1965,110.1325846
BEN,1966,112.9408364
BEN,1967,111.951561
BEN,1968,116.8951498
BEN,1969,116.0252571
BEN,1970,114.5566751
BEN,1971,112.5699756
BEN,1972,134.8195851
BEN,1973,161.9870615
BEN,1974,174.0140945
BEN,1975,207.3003128
BEN,1976,208.6564032
BEN,1977,218.453984
BEN,1978,263.5814315
BEN,1979,327.8223122
BEN,1980,378.0443051
BEN,1981,337.9783717
BEN,1982,322.7774529
BEN,1983,271.1298442
BEN,1984,252.869785
BEN,1985,244.4109417
BEN,1986,303.3490356
BEN,1987,344.5031468
BEN,1988,346.7366313
BEN,1989,311.6780452
BEN,1990,393.686768
BEN,1991,385.7538407
BEN,1992,317.962736
BEN,1993,411.9261797
BEN,1994,279.666749
BEN,1995,367.3877143
BEN,1996,387.4320982
BEN,1997,361.0999824
BEN,1998,379.4417675
BEN,1999,551.8214294
BEN,2000,512.673902
BEN,2001,518.0674741
BEN,2002,574.9297982
BEN,2003,711.2849548
BEN,2004,798.7443045
BEN,2005,822.7851431
BEN,2006,856.0549166
BEN,2007,966.2036183
BEN,2008,1125.426134
BEN,2009,1088.757906
BEN,2010,1036.534515
BEN,2011,1130.273251
BEN,2012,1145.140105
BEN,2013,1251.209767
BEN,2014,1291.410185
BEN,2015,1076.796698
BEN,2016,1087.287331
BEN,2017,1136.593872
BEN,2018,1241.825298
BEN,2019,1219.515506
BEN,2020,1291.040972
BFA,1960,68.4247344
BFA,1961,71.55818009
BFA,1962,76.52054931
BFA,1963,78.37219583
BFA,1964,80.47271812
BFA,1965,81.72505232
BFA,1966,82.54568401
BFA,1967,84.3630702
BFA,1968,84.73293716
BFA,1969,86.52020913
BFA,1970,81.5000146
BFA,1971,84.28782858
BFA,1972,99.32674697
BFA,1973,113.7803414
BFA,1974,124.3588964
BFA,1975,152.7279968
BFA,1976,155.6490569
BFA,1977,176.783351
BFA,1978,225.9415178
